0.000000000000000000e+00,0.000000000000000000e+00,5.673454097568803034e-02,4.822435982933484522e-02,-2.439585261954585471e-02,5.389781392690362605e-02,4.482028737079352121e-02,1.180078452294310853e-01,-3.404072458541285151e-02,1.355955529318944031e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.640033237036501390e-02,5.184272975457793198e-02,-2.677591536774903691e-02,5.640033237036501390e-02,4.215782419603042452e-02,1.219158699723041361e-01,-3.589112059932320076e-02,1.390068797815056656e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.342086053230164389e-04,3.618369925243086760e-03,-2.380062748203182199e-03,2.502518443461387854e-03,-2.662463174763096685e-03,3.908024742873050794e-03,-1.850396013910349247e-03,3.411326849611262535e-03,7.660721976350430562e-02,7.150590198766186567e-02,6.243354174855453992e-02,8.310793368627777955e-02,7.362273757549173681e-01,6.767342544817925853e-01,-1.991794771960515020e-01,9.799630278045736720e-01,-4.288706778094797389e-01,9.033658958114576532e-01,-1.096791224046423929e-01,9.939670467920692642e-01,1.027999120516753351e+00,3.333420592667780125e-01,1.270720849153606835e+00,2.651270141601562500e+02,2.651270141601562500e+02,2.940100097656250000e+01,2.940100097656250000e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.640033237036501390e-02,5.184272975457793198e-02,-2.677591536774903691e-02,5.640033237036501390e-02,4.215782419603042452e-02,1.219158699723041361e-01,-3.589112059932320076e-02,1.390068797815056656e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.374219503143506937e-02,5.660082242672417885e-02,-2.572764655760190200e-02,5.945944982201328832e-02,4.116423449216305430e-02,1.269230563508360332e-01,-3.601870518064265170e-02,1.429313697644550019e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.658137338929944526e-03,4.758092672146246871e-03,1.048268810147134911e-03,3.059117451648274422e-03,-9.935897038673702220e-04,5.007186378531897075e-03,-1.275845813194509404e-04,3.924489982949336264e-03,7.805047486196588225e-02,7.143823678818642109e-02,6.478686572546475675e-02,8.410390779541851436e-02,6.885569258416354144e-01,7.251822942374671621e-01,-1.760676229533146009e-01,9.843780737844426421e-01,-3.971120730955431943e-01,9.177701244874776343e-01,-1.223612420967833542e-01,9.924856303405770186e-01,9.364874503225709690e-01,2.856993624327742731e-01,1.167865239096460117e+00,2.651270141601562500e+02,2.651270141601562500e+02,2.940100097656250000e+01,2.940100097656250000e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.374219503143506937e-02,5.660082242672417885e-02,-2.572764655760190200e-02,5.945944982201328832e-02,4.116423449216305430e-02,1.269230563508360332e-01,-3.601870518064265170e-02,1.429313697644550019e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.224137113450516567e-02,6.200074815963246833e-02,-2.525956406503543361e-02,6.314891016258863954e-02,3.961158910198742111e-02,1.326127113414361514e-01,-3.616710309311893523e-02,1.481128983813442268e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.500823896929903700e-03,5.399925732908289477e-03,4.680824925664683889e-04,3.689460340575351216e-03,-1.552645390175633189e-03,5.689654990600118145e-03,-1.483979124762835333e-04,5.181528616889224947e-03,8.107560440950951908e-02,7.173256400392577503e-02,6.801345772329414618e-02,8.566127305665030556e-02,6.443537672643938619e-01,7.647275479621373773e-01,-1.760676229533150727e-01,9.843780737844424200e-01,-3.713906763541034439e-01,9.284766908852594147e-01,-1.273333752683085407e-01,9.918599757741916045e-01,8.771681615886621763e-01,2.528263740376892610e-01,1.080684309537684129e+00,2.651270141601562500e+02,2.651270141601562500e+02,2.940100097656250000e+01,2.940100097656250000e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.224137113450516567e-02,6.200074815963246833e-02,-2.525956406503543361e-02,6.314891016258863954e-02,3.961158910198742111e-02,1.326127113414361514e-01,-3.616710309311893523e-02,1.481128983813442268e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.955315695696227429e-02,6.683914194194906511e-02,-2.765757597597889861e-02,6.626294244244948506e-02,3.802916696697106191e-02,1.359830818818963671e-01,-3.802916696697100640e-02,1.526928673673836612e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.688214177542891381e-03,4.838393782316596781e-03,-2.398011910943464997e-03,3.114032279860845520e-03,-1.582422135016359199e-03,3.370370540460215780e-03,-1.862063873852071172e-03,4.579968986039434364e-03,8.320448461433646581e-02,7.009769451065032964e-02,7.180333592527869679e-02,8.704999610691654954e-02,5.955587272326432480e-01,8.033117716161228827e-01,-1.643989873053572359e-01,9.863939238321437486e-01,-3.851851117998254526e-01,9.228393303537490988e-01,-1.191452206184307194e-01,9.928768384869220975e-01,8.031096766841374635e-01,2.759794775536367761e-01,1.033369402841485929e+00,2.651256713867187500e+02,2.651256713867187500e+02,2.940340423583984375e+01,2.940340423583984375e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.955315695696227429e-02,6.683914194194906511e-02,-2.765757597597889861e-02,6.626294244244948506e-02,3.802916696697106191e-02,1.359830818818963671e-01,-3.802916696697100640e-02,1.526928673673836612e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.753672712328238514e-02,7.246452305378409120e-02,-2.898580922151361428e-02,7.072537450049326546e-02,3.710183580353748622e-02,1.408710328165562742e-01,-3.768155198796768746e-02,1.582625183494644761e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.016429833679889150e-03,5.625381111835026093e-03,-1.328233245534715667e-03,4.462432058043780403e-03,-9.273311634335756892e-04,4.887950934659907043e-03,3.476149790033189468e-04,5.569650982080814883e-03,8.666514597579477730e-02,6.919781452314179016e-02,7.643465009052509418e-02,8.796799131215748968e-02,5.485103219760247839e-01,8.361437835000374852e-01,-1.507979896714102541e-01,9.885645989570238656e-01,-3.792234174838817196e-01,9.253051386606719886e-01,-9.885121436497198988e-02,9.951022246073869537e-01,7.319570332349681907e-01,2.899439652987753080e-01,9.695384696799489443e-01,2.626444091796875000e+02,2.626444091796875000e+02,3.379293441772460938e+01,3.379293441772460938e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.753672712328238514e-02,7.246452305378409120e-02,-2.898580922151361428e-02,7.072537450049326546e-02,3.710183580353748622e-02,1.408710328165562742e-01,-3.768155198796768746e-02,1.582625183494644761e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.539979171259117541e-02,7.624836813268520697e-02,-2.910243058499434321e-02,7.275607646248588578e-02,3.550496531369307096e-02,1.426019098664722817e-01,-3.841520837219253304e-02,1.618095140525685760e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.136935410691209736e-03,3.783845078901115766e-03,-1.166213634807289345e-04,2.030701961992620319e-03,-1.596870489844415264e-03,1.730877049916007548e-03,-7.336563842248455813e-04,3.546995703104099951e-03,8.874094168107608815e-02,6.708725728543203648e-02,7.836069249419320981e-02,8.953905615274533603e-02,5.115991655323242071e-01,8.592242395478781880e-01,-1.474918904017672727e-01,9.890632650471420373e-01,-3.713906763541035549e-01,9.284766908852593037e-01,-1.040079959220415878e-01,9.945764610045226828e-01,6.850768818644578095e-01,2.763099418497305115e-01,9.175513120147822388e-01,2.578572692871094318e+02,2.578572692871094318e+02,4.226190948486328125e+01,4.226190948486328125e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.539979171259117541e-02,7.624836813268520697e-02,-2.910243058499434321e-02,7.275607646248588578e-02,3.550496531369307096e-02,1.426019098664722817e-01,-3.841520837219253304e-02,1.618095140525685760e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.152968631652420584e-02,8.130459715488533301e-02,-2.866133280999549893e-02,7.662519587978400271e-02,3.392565924448454062e-02,1.462312898469160793e-01,-3.802013536019815954e-02,1.649488949473213451e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.870105396066969572e-03,5.056229022200126044e-03,4.410977749988442831e-04,3.869119417298116925e-03,-1.579306069208530339e-03,3.629379980443797615e-03,3.950730119943735019e-04,3.139380894752769047e-03,9.129705561554045390e-02,6.537045702484961529e-02,8.181010110041786465e-02,8.881814568063542414e-02,4.548852757246541478e-01,8.905500468412234083e-01,-1.163220729686669647e-01,9.932115461170758497e-01,-3.503397798618428371e-01,9.366226767734995295e-01,-1.053703888826302421e-01,9.944330450798199994e-01,5.888293912880732117e-01,2.523674943189526121e-01,8.301772362089795410e-01,2.510085906982421875e+02,2.510085906982421875e+02,5.437799835205078125e+01,5.437799835205078125e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.152968631652420584e-02,8.130459715488533301e-02,-2.866133280999549893e-02,7.662519587978400271e-02,3.392565924448454062e-02,1.462312898469160793e-01,-3.802013536019815954e-02,1.649488949473213451e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.872571307337807633e-02,8.449246488737033323e-02,-2.875090819084130667e-02,7.862493260352515501e-02,3.227142756114836919e-02,1.466883070961290392e-01,-3.813895984499354741e-02,1.660511636328180496e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.803973243146129501e-03,3.187867732485000216e-03,-8.957538084580773941e-05,1.999736723741152300e-03,-1.654231683336171432e-03,4.570172492129598307e-04,-1.188244847953878747e-04,1.102268685496704537e-03,9.294437839797044243e-02,6.252983759398539343e-02,8.371675309462890680e-02,8.792884274143682177e-02,4.166547104932136758e-01,9.090648228942841413e-01,-1.032192911508622024e-01,9.946586238173947825e-01,-3.434307606070535202e-01,9.391779983947987631e-01,-1.067687389194772601e-01,9.942838811876336669e-01,5.331657414866146638e-01,2.435947693678118253e-01,7.803296879338457170e-01,2.429647521972655966e+02,2.429647521972655966e+02,6.860842132568360796e+01,6.860842132568360796e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.872571307337807633e-02,8.449246488737033323e-02,-2.875090819084130667e-02,7.862493260352515501e-02,3.227142756114836919e-02,1.466883070961290392e-01,-3.813895984499354741e-02,1.660511636328180496e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.586190879428502454e-02,8.818502162529098798e-02,-2.763130677592451345e-02,8.289392032777351260e-02,3.115870764093614520e-02,1.487387364746574347e-01,-3.821350937095940870e-02,1.681394412322214926e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.863804279093051797e-03,3.692556737920654752e-03,1.119601414916793214e-03,4.268987724248357596e-03,-1.112719920212223990e-03,2.050429378528395574e-03,-7.454952596586128521e-05,2.088277599403443041e-03,9.519808055534867419e-02,6.073608880350499228e-02,8.737786413876523495e-02,8.589983612343529695e-02,3.767083179101990420e-01,9.263319292873740673e-01,-7.743668132080089306e-02,9.969972720053053017e-01,-3.162277660168379967e-01,9.486832980505136570e-01,-1.231923490497538465e-01,9.923828117896862366e-01,4.637545408580727724e-01,1.982444560806032874e-01,7.079908136239227989e-01,2.337606811523437216e+02,2.337606811523437216e+02,8.489144134521484375e+01,8.489144134521484375e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.586190879428502454e-02,8.818502162529098798e-02,-2.763130677592451345e-02,8.289392032777351260e-02,3.115870764093614520e-02,1.487387364746574347e-01,-3.821350937095940870e-02,1.681394412322214926e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.299959406855518251e-02,9.015960522301685875e-02,-2.887464480998580552e-02,8.485609903342763993e-02,2.887464480998575000e-02,1.467303379119686280e-01,-4.007093565467417795e-02,1.667658057393056892e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.862314725729842024e-03,1.974583597725870776e-03,-1.243338034061292063e-03,1.962178705654127331e-03,-2.284062830950395195e-03,-2.008398562688806788e-03,-1.857426283714769255e-03,-1.373635492915803447e-03,9.600899761303453850e-02,5.672092209538389523e-02,8.963427166030703275e-02,8.267137945699112866e-02,3.437135569476567065e-01,9.390745395177051424e-01,-7.272359309731905863e-02,9.973521339060821278e-01,-3.221384440921656322e-01,9.466925703933027902e-01,-1.354312812756816031e-01,9.907867419641965823e-01,4.236563845076067869e-01,1.921387385000492276e-01,6.788560156655231159e-01,2.227895965576171875e+02,2.227895965576171875e+02,1.043004760742187642e+02,1.043004760742187642e+02
