4.885352229927475420e-04,3.571336274544686940e-03,-6.876201933981362924e-03,2.392274099062466353e-02,7.693825781955987431e-03,4.568939981841629860e-03,-1.576168123791304998e-02,3.368665864965569856e-02,-1.444350594935217558e-02,9.148450745164460329e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.924809428783283316e-02,6.086843114226533902e-02,3.320096244123549312e-03,3.707440805937980977e-02,5.090814240989460782e-02,1.355705966350455316e-01,-1.770717996865900368e-02,1.438708372453544604e-01,1.946879119873046875e+02,1.915774230957031250e+02,1.231858901977539062e+02,1.765824127197265625e+02
8.954063488333940946e-04,-1.689241226085158587e-03,-5.183169687487665378e-04,3.631747927694023437e-03,-6.874398822755312111e-03,-1.206539572067388821e-02,-7.184287634208863516e-03,9.580556745220153436e-03,1.582151823782668165e-02,-5.950460872219676123e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.783437097025067253e-02,6.618942029604452104e-02,-4.449708927465156894e-03,2.669825356479108014e-02,4.282844842685235021e-02,1.468403946063508436e-01,-2.781068079665716120e-03,1.396096175992199429e-01,2.104401092529296875e+02,1.701638641357421875e+02,1.234982604980468750e+02,1.734245300292968750e+02
6.280743468575600286e-03,-1.059994008893144768e-03,4.159965428552347966e-04,-5.134370719032804731e-03,1.017085740878037603e-02,-1.208958793039290047e-02,-4.650790684433692146e-03,3.922830087631501428e-04,9.061811548241316405e-03,-2.539304423246979692e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.196962404453030704e-02,6.211504358590486108e-02,-5.595949872603811492e-04,1.566865964329132443e-02,3.189691427384305777e-02,1.482926716240071385e-01,0.000000000000000000e+00,1.152765673756432907e-01,2.204988861083984375e+02,1.477889862060546875e+02,1.523019866943359375e+02,1.683627166748046875e+02
-2.357816179092253606e-03,-4.805026412981916462e-03,2.481105541267125680e-04,-9.031150495618922580e-04,1.023016199164894502e-03,-1.289271797495064598e-03,2.985603108222323332e-03,4.891595858831171428e-03,-6.650737444942045329e-04,-4.975108235956177127e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.457555077774927321e-02,6.601695494932488528e-02,2.821237390996766958e-03,1.918441425877817630e-02,3.724033356115763471e-02,1.579892938958202264e-01,1.692742434598049073e-03,1.151064855526690300e-01,2.246509857177734375e+02,1.361260070800781250e+02,1.771356048583984375e+02,1.625547027587890625e+02
-1.126552872108221859e-03,4.258960791224952747e-04,4.998456167337184120e-04,3.312345955436002409e-04,-5.671598289641588408e-04,2.349936224710458266e-02,-5.687458903237962993e-03,-3.181274657600319244e-03,1.688211938814798696e-03,-3.025931184487962167e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.620194926659121348e-02,6.592229346574599025e-02,3.380630434140829976e-03,4.225788042676026368e-02,3.267942753002789358e-02,1.543821231590974119e-01,4.507507245521069628e-03,1.143779963550977385e-01,2.215514831542968750e+02,1.415053710937500000e+02,1.792336578369140625e+02,1.516388702392578125e+02
-1.841939511675050323e-03,9.483690954336793100e-04,3.135109017275206078e-03,-1.421982052771775251e-03,-9.159415930088343760e-03,8.709813573065106063e-04,-7.769728907964790210e-04,2.352865599687836706e-03,-6.349446757196119950e-03,2.323516905150718737e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.117899779554146988e-02,6.355194231754053569e-02,-3.936845984272463461e-03,4.218049268863309498e-02,3.374439415090646488e-02,1.557866196633515554e-01,0.000000000000000000e+00,1.366647963111712327e-01,2.066354522705078125e+02,1.658497772216796875e+02,1.759189758300781250e+02,1.331500396728515625e+02
-1.185029573282925242e-03,2.923731822149458481e-03,5.864392196661849521e-03,-1.303767527359944722e-02,-3.966847385028116069e-03,1.169310625331682063e-02,3.702893102912052647e-03,-1.065117082549535410e-02,-1.126302526730937892e-02,1.966842552004771649e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.822841956548624465e-02,4.759053522179162998e-02,-6.718663796017654288e-03,5.094986711980045713e-02,3.863231682710144277e-02,1.422117170157067567e-01,-1.007799569402645368e-02,1.534094900090695046e-01,1.822896270751953125e+02,1.933722686767578125e+02,1.705088043212890625e+02,1.201128158569335938e+02
1.948256341110954359e-03,2.292876335682897393e-04,4.102314774982185330e-03,-1.688784747639807127e-02,-3.622354515603887215e-04,-2.188868197028959184e-03,7.897395233161297323e-03,-1.275264001902759459e-02,-2.646125796482157178e-03,3.137053753676566359e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.038247799935747562e-02,3.047340011182526898e-02,-9.029155588688997369e-03,4.853171128920320820e-02,4.458145571915178573e-02,1.292297893631108585e-01,-1.467237783161956521e-02,1.563172561291777951e-01,1.596186981201171875e+02,2.085875244140625000e+02,1.654708099365234375e+02,1.338832397460937784e+02
-8.019758818225142250e-04,-6.121903189615363061e-05,8.531588050534333334e-04,-1.305129193214654704e-02,6.535244815423779663e-03,1.601138125034956561e-03,1.101439811378335243e-02,-1.593137066834413029e-02,-5.868838450368119020e-03,-1.284443445490390801e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.203761268623342318e-02,1.748332721157487557e-02,-1.691934891442703481e-03,5.019406844613431840e-02,5.639782971475765239e-02,1.133596377266628957e-01,-1.973924040016517001e-02,1.550940317155835579e-01,1.405313720703125000e+02,2.213124084472655966e+02,1.612291717529296875e+02,1.668998413085937500e+02
4.021988074451476880e-03,4.231812252070518698e-03,-1.205867280716033108e-03,8.684925990115138772e-03,-7.785425310794735765e-03,-8.839048433169266472e-03,1.287100836369031720e-02,-1.575733322749400811e-02,-9.875766993130419280e-04,-1.806915575072842728e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.680975733106591319e-02,2.193644094961949564e-02,-1.349934827668891613e-02,3.712320776089453322e-02,6.524685000399649271e-02,9.337049224709836892e-02,-2.474880517392968882e-02,1.490553038884401826e-01,1.354933624267577841e+02,2.248012542724609091e+02,1.596532897949218750e+02,1.799850006103515625e+02
