,,,,,,,,,,-89.74964904785156,89.1871337890625,-17.916641235351562,17.825790405273438
-2,-16,8,-35,-9,-10,,,3,-13,-22.361541748046875,14.907684326171875,-4.9692230224609375,22.912010192871094
-2,-6,5,-33,-6,-10,,,-34,10,-15.226455688476562,10.150970458984375,-3.3836517333984375,30.018997192382812
-1.0,-4.0,5.0,-34.0,-4.0,5.0,23.0,-18.0,-10.0,2.0,2.1041107177734375,-0.25555419921875,-3.7409515380859375,6.0025634765625
-3.0,3.0,-5.0,-9.0,-4.0,4.0,24.0,-19.0,-6.0,2.0,30.997482299804688,-15.212112426757812,-20.291900634765625,-1.4081573486328125
0.0,11.0,-5.0,37.0,-3.0,24.0,14.0,14.0,-12.0,8.0,31.044815063476562,-23.197921752929688,-15.967315673828125,-2.77142333984375
2,17,-9,49,0,23,-32,45,,,12.21112060546875,-21.394058227539062,9.02880859375,-3.5206298828125
-3,-12,-1,-5,10,-40,-15,2,,,8.114395141601562,-19.345108032226562,30.144302368164062,-5.10711669921875
7.0,-10.0,1.0,-3.0,12.0,-69.0,-18.0,1.0,59.0,-29.0,3.0434112548828125,-8.93499755859375,20.262542724609375,-6.8744049072265625
0.0,-2.0,-2.0,4.0,7.0,-11.0,-9.0,0.0,12.0,-37.0,-7.740234375,14.066177368164062,-1.70770263671875,-14.995758056640625
2.0,-3.0,-3.0,6.0,-2.0,8.0,-8.0,1.0,7.0,-4.0,-18.8568115234375,27.925140380859375,-4.190399169921875,-18.652442932128906
-1,4,-3,10,-3,22,,,0,14,-21.941680908203125,20.364028930664062,-4.87591552734375,-6.041145324707031
-22,16,2,2,-11,51,,,-32,68,-23.401473999023438,15.600967407226562,-5.2003326416015625,22.79229736328125
14,-18,8,-33,-12,-15,,,-20,-4,-14.779449462890625,9.852981567382812,-3.2843475341796875,28.709030151367188
1,-4,4,-18,-7,-1,,,-5,1,-1.9410552978515625,1.641693115234375,-1.665863037109375,7.9784088134765625
-2.0,0.0,8.0,-30.0,0.0,2.0,18.0,-20.0,-6.0,2.0,21.6151123046875,-9.882339477539062,-14.54669189453125,-0.857940673828125
0.0,1.0,2.0,-20.0,2.0,8.0,19.0,-14.0,-5.0,2.0,30.33734130859375,-17.942153930664062,-18.189193725585938,-1.9001922607421875
2.0,4.0,0.0,13.0,2.0,14.0,30.0,-12.0,-2.0,5.0,20.070098876953125,-22.547256469726562,-5.018463134765625,-3.117584228515625
6.0,15.0,-8.0,61.0,5.0,25.0,-18.0,54.0,-10.0,1.0,11.383544921875,-24.376144409179688,27.5540771484375,-5.1438751220703125
0.0,2.0,0.0,6.0,5.0,-11.0,-9.0,8.0,-1.0,-8.0,4.681243896484375,-12.877548217773438,26.549087524414062,-5.691986083984375
5.0,-19.0,-1.0,-7.0,18.0,-92.0,-23.0,1.0,41.0,-42.0,-1.1185760498046875,1.4268035888671875,4.212127685546875,-8.367172241210938
4.0,-6.0,1.0,4.0,-1.0,-17.0,-12.0,-1.0,25.0,-21.0,-11.684799194335938,20.047897338867188,-2.596649169921875,-16.627593994140625
-1.0,1.0,-1.0,5.0,14.0,4.0,-4.0,2.0,24.0,-14.0,-21.982635498046875,28.586349487304688,-4.885009765625,-16.36280059814453
0.0,6.0,4.0,3.0,13.0,28.0,2.0,3.0,18.0,-3.0,-23.828689575195312,17.568328857421875,-5.2952880859375,5.145118713378906
0,2,2,5,-10,12,,,-2,11,-20.403076171875,13.602005004882812,-4.5339813232421875,29.777053833007812
-1,2,-5,0,-15,38,,,-46,71,-9.9803466796875,6.6535797119140625,-2.2178802490234375,22.08111572265625
-1,-8,7,-24,-6,-10,,,-15,-4,9.510345458984375,-3.9738922119140625,-6.9384002685546875,0.761688232421875
-3,-3,11,-33,2,11,,,-10,-1,29.210464477539062,-14.915084838867188,-18.804855346679688,-1.426116943359375
-2.0,-1.0,4.0,-41.0,-13.0,-11.0,27.0,-28.0,-6.0,1.0,30.6185302734375,-25.4393310546875,-14.34771728515625,-3.1709747314453125
-1.0,0.0,-2.0,-8.0,0.0,4.0,29.0,-21.0,-3.0,1.0,13.061187744140625,-26.012222290039062,21.215667724609375,-4.8732757568359375
2.0,6.0,-2.0,23.0,-1.0,11.0,12.0,-5.0,-5.0,4.0,6.2661590576171875,-16.5333251953125,31.781982421875,-6.1531829833984375
0.0,21.0,-14.0,74.0,2.0,32.0,-35.0,79.0,-18.0,3.0,-0.40826416015625,-0.3001861572265625,6.706329345703125,-8.351089477539062
0.0,-12.0,-2.0,-8.0,9.0,-45.0,-21.0,2.0,10.0,-27.0,-11.079421997070312,19.205581665039062,-2.4621124267578125,-16.3150634765625
1.0,-6.0,1.0,-2.0,5.0,-37.0,-9.0,1.0,17.0,-12.0,-20.81866455078125,27.922149658203125,-4.6263580322265625,-16.58039093017578
0.0,-3.0,0.0,2.0,15.0,-30.0,-10.0,-1.0,27.0,-16.0,-21.436920166015625,16.7640380859375,-4.763763427734375,0.5878067016601562
1,0,-1,8,5,0,,,33,-18,-20.655227661132812,13.770172119140625,-4.590057373046875,25.512496948242188
0,5,3,4,-7,24,,,7,7,-12.417144775390625,8.278091430664062,-2.759368896484375,25.450897216796875
-2,6,-6,11,-8,44,,,-23,50,1.4430694580078125,-0.0231170654296875,-3.0977935791015625,5.544219970703125
-2,-4,-1,-11,-8,1,,,-19,6,26.214324951171875,-12.486297607421875,-17.367721557617188,-1.1261749267578125
-3,-8,7,-30,-5,-10,,,-14,-3,29.231887817382812,-18.949874877929688,-16.617568969726562,-2.114990234375
-1.0,-4.0,10.0,-38.0,-7.0,0.0,17.0,-22.0,-10.0,1.0,16.874862670898438,-23.03240966796875,0.9186935424804688,-3.4199371337890625
-1.0,-2.0,1.0,-39.0,-3.0,3.0,37.0,-33.0,-7.0,1.0,10.352767944335938,-23.544647216796875,32.396583557128906,-5.6285858154296875
0.0,0.0,-2.0,4.0,0.0,4.0,18.0,-16.0,-2.0,1.0,3.390777587890625,-9.746963500976562,21.466842651367188,-5.573699951171875
3.0,13.0,-3.0,45.0,1.0,22.0,6.0,10.0,-13.0,9.0,-3.7481231689453125,6.739654541015625,0.9141998291015625,-11.235183715820312
1.0,15.0,-15.0,52.0,0.0,2.0,-42.0,76.0,-9.0,-10.0,-17.6739501953125,28.041641235351562,-3.92755126953125,-20.526123046875
-2.0,-15.0,1.0,-7.0,13.0,-57.0,-18.0,1.0,25.0,-26.0,-23.978729248046875,24.930740356445312,-5.328582763671875,-10.239997863769531
4.0,-5.0,4.0,-1.0,8.0,-31.0,-9.0,-2.0,31.0,-20.0,-22.341461181640625,14.894317626953125,-4.9647979736328125,17.301780700683594
3.0,2.0,5.0,7.0,6.0,-2.0,-7.0,4.0,38.0,-26.0,-16.553512573242188,11.035675048828125,-3.67852783203125,29.673843383789062
-1,0,2,6,4,9,,,9,-2,-4.94879150390625,3.441864013671875,-1.60028076171875,12.993011474609375
1,4,-2,5,0,20,,,-1,12,20.847885131835938,-9.431777954101562,-14.0849609375,-0.8104095458984375
-4,3,-6,5,-4,22,,,-15,28,31.94342041015625,-18.749710083007812,-19.22997283935547,-1.97650146484375
-3,7,-5,5,-14,27,,,-24,35,19.807098388671875,-22.112274169921875,-5.1649627685546875,-3.0485076904296875
0,-4,-1,-4,3,0,,,5,1,10.875778198242188,-22.97308349609375,24.641136169433594,-4.703887939453125
1,-1,-1,0,1,-7,,,2,-3,5.268035888671875,-14.249313354492188,28.584060668945312,-5.8377838134765625
1,-2,-2,-1,3,1,,,-7,1,-0.87957763671875,0.808197021484375,5.2802581787109375,-8.526397705078125
0,-1,0,-2,7,1,,,0,0,-16.165115356445312,26.894210815429688,-3.59222412109375,-21.35784912109375
-1,-1,0,-2,-11,-3,,,-3,0,-22.22052001953125,26.2119140625,-4.9379119873046875,-13.192192077636719
-4,-5,,,-3,-7,,,-15,-3,-23.779708862304688,16.327621459960938,-5.284393310546875,11.365684509277344
-5,-2,,,-10,-4,,,-15,2,-18.60809326171875,12.405380249023438,-4.135101318359375,30.516250610351562
-3,-2,,,-7,6,42,-63,-10,3,-7.5970916748046875,5.073699951171875,-1.719207763671875,17.58709716796875
6.0,13.0,0.0,46.0,0.0,21.0,18.0,8.0,-13.0,8.0,20.633987426757812,-9.281631469726562,-13.969619750976562,-0.792999267578125
5.0,12.0,-1.0,39.0,3.0,13.0,-14.0,46.0,-2.0,0.0,32.254852294921875,-18.805587768554688,-19.48688507080078,-1.97406005859375
-3.0,-6.0,-10.0,8.0,7.0,-34.0,-27.0,23.0,5.0,-22.0,21.880599975585938,-25.512252807617188,-3.810394287109375,-3.597259521484375
0.0,-18.0,3.0,-13.0,10.0,-64.0,-26.0,-2.0,31.0,-33.0,9.875900268554688,-21.515716552734375,25.867530822753906,-4.6487274169921875
2.0,-2.0,1.0,6.0,11.0,-15.0,-9.0,-1.0,37.0,-26.0,4.76507568359375,-13.098587036132812,26.973403930664062,-5.7896881103515625
-1,2,-1,6,,,-3,6,21,-8,-1.208343505859375,1.618072509765625,4.0573883056640625,-8.461395263671875
-2,8,-6,15,,,,,-7,39,-12.102203369140625,20.679046630859375,-2.68939208984375,-17.021514892578125
-1,0,-3,-5,-16,22,,,-33,37,-24.933441162109375,31.080062866210938,-5.5407562255859375,-16.911834716796875
-1,-12,8,-33,-5,-14,,,-14,-5,-27.652114868164062,19.151443481445312,-6.1449127197265625,14.469375610351562
-2.0,-6.0,9.0,-47.0,-5.0,-3.0,26.0,-25.0,-16.0,0.0,-18.58245849609375,12.3883056640625,-4.1294403076171875,32.87898254394531
0.0,0.0,0.0,-14.0,-2.0,4.0,20.0,-11.0,-7.0,3.0,-4.5864410400390625,3.1578521728515625,-1.3697052001953125,11.838653564453125
1.0,10.0,-6.0,25.0,-3.0,16.0,22.0,-12.0,-10.0,7.0,24.269378662109375,-11.128082275390625,-16.315383911132812,-0.96881103515625
4.0,19.0,-6.0,55.0,0.0,25.0,-23.0,57.0,-10.0,2.0,34.88453674316406,-22.008880615234375,-20.16204833984375,-2.4204864501953125
-2.0,-6.0,1.0,-5.0,8.0,-34.0,-13.0,5.0,5.0,-17.0,17.164947509765625,-24.0201416015625,2.1148223876953125,-3.6139068603515625
1.0,-12.0,6.0,-2.0,17.0,-62.0,-18.0,-1.0,48.0,-34.0,9.4293212890625,-21.536514282226562,29.997833251953125,-5.152435302734375
4,1,3,8,13,1,,,38,-22,3.67779541015625,-10.51690673828125,22.989822387695312,-5.905731201171875
1,7,-1,16,4,33,,,11,16,-3.9303436279296875,7.09503173828125,0.7244873046875,-11.412628173828125
2,11,-9,22,-13,42,,,-23,51,-17.167816162109375,27.274063110351562,-3.8150787353515625,-19.972503662109375
-2,-5,-5,-6,-11,-6,,,-14,-1,-20.569869995117188,22.713958740234375,-4.5710906982421875,-10.331825256347656
-3,-19,7,-39,-3,-14,,,-20,-8,-24.9334716796875,16.8109130859375,-5.5407562255859375,15.519203186035156
-4,-4,3,-27,-10,-4,,,-8,0,-19.169525146484375,12.779693603515625,-4.2599029541015625,34.5157470703125
-4.0,-2.0,7.0,-32.0,-5.0,0.0,25.0,-19.0,-11.0,3.0,-3.3410186767578125,2.40936279296875,-1.3827667236328125,9.733642578125
-1.0,5.0,-7.0,-9.0,-5.0,12.0,34.0,-34.0,-12.0,7.0,24.615753173828125,-11.336593627929688,-16.521011352539062,-0.991119384765625
3.0,24.0,-8.0,75.0,0.0,34.0,-18.0,61.0,-16.0,5.0,37.62139892578125,-24.761764526367188,-21.18255615234375,-2.785797119140625
-10.0,-23.0,4.0,-8.0,15.0,-55.0,-24.0,11.0,14.0,-29.0,15.592086791992188,-24.665695190429688,7.05963134765625,-3.920135498046875
11.0,6.0,4.0,-3.0,1.0,-36.0,-12.0,0.0,24.0,-15.0,8.095916748046875,-19.10614013671875,29.03607177734375,-4.90277099609375
3,-1,3,11,10,-3,,,51,-26,3.3490142822265625,-9.73974609375,21.80426025390625,-6.573394775390625
3,11,-2,18,14,36,,,6,27,-7.585113525390625,13.749893188476562,-1.4029541015625,-15.465133666992188
-21,11,-6,10,-8,28,,,-14,27,-17.885147094726562,26.751617431640625,-3.9744720458984375,-18.064163208007812
17,-12,-7,-9,-5,-2,,,-22,4,-26.067779541015625,23.768997192382812,-5.7928619384765625,-5.671272277832031
-1,-18,5,-37,-10,-14,,,-19,-5,-23.449966430664062,15.63330078125,-5.2110748291015625,26.78553009033203
-2.0,-2.0,6.0,-19.0,-8.0,-2.0,10.0,-8.0,-8.0,2.0,-13.5887451171875,9.059158325195312,-3.019744873046875,28.093658447265625
-2.0,3.0,7.0,-38.0,-6.0,5.0,48.0,-30.0,-13.0,6.0,3.224090576171875,-0.995819091796875,-3.5165252685546875,3.3646240234375
2.0,7.0,-4.0,13.0,1.0,14.0,20.0,-19.0,-6.0,7.0,28.33636474609375,-13.735214233398438,-18.643356323242188,-1.258056640625
5.0,19.0,-4.0,57.0,4.0,31.0,-20.0,67.0,-11.0,2.0,29.461181640625,-20.223281860351562,-16.13262939453125,-2.3238372802734375
-2.0,-2.0,-1.0,3.0,8.0,-29.0,-16.0,3.0,5.0,-12.0,15.495529174804688,-23.884521484375,5.5677642822265625,-3.73846435546875
5.0,-16.0,9.0,-4.0,14.0,-74.0,-23.0,-1.0,44.0,-38.0,8.422378540039062,-19.615890502929688,28.816818237304688,-4.8782806396484375
4,1,1,10,15,-1,,,43,-23,3.6623077392578125,-10.591644287109375,23.52789306640625,-7.251922607421875
0,6,-8,19,-3,46,,,-1,27,-8.331024169921875,15.05889892578125,-1.781982421875,-16.028564453125
0,7,-11,15,-11,27,,,-20,37,-18.236679077148438,26.881866455078125,-4.0525970458984375,-17.834564208984375
-4,-13,9,-37,-12,-8,,,-26,1,-26.342437744140625,23.311141967773438,-5.8538970947265625,-4.231544494628906
-3,-5,6,-23,-5,-7,,,-8,-4,-21.763839721679688,14.509231567382812,-4.836395263671875,25.501319885253906
-6.0,-6.0,6.0,-53.0,-9.0,-1.0,32.0,-29.0,-12.0,1.0,-13.568710327148438,9.045791625976562,-3.0152740478515625,27.802841186523438
0.0,2.0,-5.0,-15.0,-3.0,6.0,37.0,-45.0,-5.0,3.0,6.1604766845703125,-2.189666748046875,-5.8543548583984375,4.122802734375
0.0,9.0,-7.0,20.0,-1.0,16.0,-6.0,-1.0,-9.0,7.0,30.641998291015625,-15.468902587890625,-19.823318481445312,-1.4657135009765625
-3,14,,,-5,22,-20,55,-10,1,28.985809326171875,-22.611083984375,-14.387672424316406,-2.7503204345703125
-4,-2,,,4,-15,-26,33,-9,-9,12.132644653320312,-22.052825927734375,11.250938415527344,-3.7235565185546875
3.0,-14.0,4.0,-5.0,13.0,-75.0,-19.0,1.0,33.0,-37.0,8.26373291015625,-20.285476684570312,33.81556701660156,-5.879364013671875
4.0,-2.0,2.0,4.0,3.0,-19.0,-5.0,-1.0,31.0,-26.0,2.057891845703125,-6.2095489501953125,14.608306884765625,-6.141571044921875
-6.0,10.0,1.0,4.0,8.0,3.0,-3.0,5.0,14.0,-5.0,-8.047271728515625,14.588729858398438,-1.78826904296875,-15.021621704101562
6,-4,-5,13,-8,27,,,6,9,-18.905197143554688,27.84197998046875,-4.2011566162109375,-18.47027587890625
-1,9,-7,15,-13,45,,,-28,55,-23.050125122070312,20.89349365234375,-5.12225341796875,-5.331932067871094
-4,-14,3,-30,6,2,,,-16,-1,-24.284408569335938,16.189620971679688,-5.3965606689453125,26.19727325439453
-3,-4,5,-25,-15,-13,,,-13,1,-13.262115478515625,8.841415405273438,-2.947113037109375,26.7999267578125
-4.0,-3.0,8.0,-43.0,4.0,16.0,33.0,-27.0,-10.0,3.0,2.10693359375,-0.2664794921875,-3.705963134765625,5.9076385498046875
2.0,3.0,-5.0,5.0,-9.0,-7.0,24.0,-23.0,-6.0,5.0,27.245468139648438,-13.132568359375,-17.966049194335938,-1.1969757080078125
5,19,,,5,30,-3,35,-10,7,31.585220336914062,-21.791900634765625,-17.2352294921875,-2.5102691650390625
1,8,,,6,-13,-23,32,1,-10,14.988693237304688,-23.904525756835938,6.9039306640625,-3.7996978759765625
2.0,-19.0,5.0,-7.0,14.0,-80.0,-24.0,-1.0,43.0,-42.0,8.339370727539062,-19.669235229492188,29.848281860351562,-5.0533447265625
4.0,-2.0,3.0,9.0,14.0,-5.0,-6.0,4.0,41.0,-33.0,3.290130615234375,-9.603927612304688,21.611862182617188,-7.3853607177734375
3,4,-1,11,-1,32,,,5,13,-10.003448486328125,17.866958618164062,-2.222991943359375,-17.67987060546875
-3,7,-8,11,-12,48,,,-31,61,-19.085357666015625,27.158340454101562,-4.2411651611328125,-17.28264617919922
-3,-10,9,-39,-3,-3,,,5,-6,-22.1788330078125,19.151199340820312,-4.92864990234375,-3.478179931640625
-1.0,-10.0,9.0,-34.0,-1.0,-3.0,14.0,-22.0,-36.0,5.0,-20.428863525390625,13.619247436523438,-4.53973388671875,21.42034149169922
0.0,-1.0,-2.0,-28.0,-13.0,-11.0,26.0,-24.0,-8.0,1.0,-15.363357543945312,10.242218017578125,-3.414093017578125,29.888320922851562
-1.0,7.0,-3.0,22.0,-2.0,23.0,20.0,-15.0,-13.0,9.0,2.063568115234375,-0.1299285888671875,-4.1277618408203125,7.0619354248046875
1.0,12.0,-5.0,21.0,0.0,19.0,-4.0,10.0,-8.0,0.0,27.311691284179688,-13.22052001953125,-17.979049682617188,-1.2094879150390625
-2,10,-8,37,-3,19,-23,46,,,30.488632202148438,-20.9454345703125,-16.68602752685547,-2.4077606201171875
0,-12,-2,-7,0,-24,-15,3,,,14.947036743164062,-23.185958862304688,5.411872863769531,-3.6279144287109375
2.0,-15.0,0.0,-4.0,18.0,-81.0,-24.0,4.0,39.0,-34.0,9.257919311523438,-21.761672973632812,32.74089050292969,-5.602020263671875
-11.0,7.0,0.0,3.0,5.0,-9.0,0.0,-2.0,23.0,-10.0,2.9878082275390625,-8.781661987304688,19.945449829101562,-6.6837310791015625
12,-6,1,4,19,2,,,37,-25,-6.9930877685546875,12.779006958007812,-1.5134735107421875,-14.105209350585938
-1,7,0,13,-13,30,,,1,16,-17.705596923828125,26.786163330078125,-3.9345703125,-18.345855712890625
-1,8,-7,11,-20,34,,,-28,47,-23.40777587890625,22.493240356445312,-5.20172119140625,-7.4821624755859375
-3,-11,1,-26,-3,-12,,,-17,1,-21.279464721679688,14.186294555664062,-4.7287750244140625,18.999801635742188
-2,-7,12,-38,-7,-4,,,-17,1,-18.188308715820312,12.125534057617188,-4.041839599609375,34.62376403808594
-4.0,-2.0,7.0,-35.0,-5.0,-1.0,35.0,-25.0,-9.0,1.0,0.9348907470703125,0.226898193359375,-2.8770599365234375,5.897216796875
2.0,6.0,-5.0,7.0,2.0,15.0,32.0,-32.0,-6.0,7.0,27.239013671875,-12.993316650390625,-18.036270141601562,-1.173431396484375
2.0,19.0,-2.0,52.0,-11.0,23.0,-12.0,43.0,-7.0,5.0,35.196990966796875,-24.97406005859375,-18.82848358154297,-2.915313720703125
1.0,2.0,-8.0,17.0,13.0,1.0,-23.0,31.0,0.0,3.0,14.041107177734375,-24.487106323242188,11.194648742675781,-4.08526611328125
1.0,-15.0,-2.0,-9.0,10.0,-52.0,-18.0,2.0,7.0,-32.0,7.2811126708984375,-17.652053833007812,28.614227294921875,-4.842315673828125
-10.0,2.0,0.0,1.0,25.0,-45.0,-14.0,3.0,44.0,-37.0,2.8843994140625,-8.5035400390625,19.394607543945312,-6.967193603515625
12.0,-7.0,2.0,6.0,-8.0,0.0,-7.0,3.0,32.0,-21.0,-7.76861572265625,14.116531372070312,-1.72637939453125,-14.774658203125
0.0,4.0,3.0,6.0,20.0,16.0,-1.0,-1.0,15.0,-2.0,-19.003341674804688,28.094970703125,-4.22296142578125,-18.731178283691406
5,9,2,14,-6,31,,,1,29,-24.396087646484375,21.898712158203125,-5.421356201171875,-4.982841491699219
-1,7,-1,3,-12,35,,,-28,47,-21.433975219726562,14.289276123046875,-4.7631072998046875,22.913650512695312
-4,-17,7,-44,-11,-17,,,-21,0,-15.130935668945312,10.087326049804688,-3.3624114990234375,30.03167724609375
-3.0,-2.0,10.0,-37.0,-6.0,-3.0,15.0,-21.0,-12.0,3.0,3.2681732177734375,-0.807708740234375,-4.3435821533203125,5.451507568359375
-2.0,-4.0,-1.0,-35.0,-3.0,3.0,41.0,-43.0,-12.0,3.0,29.336441040039062,-14.403472900390625,-19.200958251953125,-1.33380126953125
4.0,7.0,-1.0,29.0,3.0,14.0,11.0,-1.0,-9.0,7.0,28.82470703125,-20.411285400390625,-15.442291259765625,-2.3804931640625
6.0,16.0,-3.0,60.0,2.0,19.0,-22.0,67.0,-9.0,3.0,13.668716430664062,-21.519317626953125,5.0218048095703125,-3.364013671875
0.0,2.0,-4.0,5.0,9.0,-22.0,-15.0,14.0,3.0,-14.0,8.77142333984375,-20.215194702148438,28.871612548828125,-4.91259765625
-1.0,-14.0,2.0,-4.0,6.0,-58.0,-20.0,0.0,45.0,-24.0,3.5911407470703125,-10.244781494140625,22.318603515625,-5.5543670654296875
5.0,-2.0,3.0,4.0,11.0,-20.0,-11.0,-1.0,17.0,-28.0,-3.309356689453125,5.862579345703125,1.4750823974609375,-10.860198974609375
0,2,0,8,-1,21,,,25,-8,-15.072113037109375,24.521102905273438,-3.3493499755859375,-18.532379150390625
-3,3,-4,8,1,22,,,-1,13,-20.17279052734375,23.903411865234375,-4.48284912109375,-12.084205627441406
1,7,-7,11,-9,36,,,-23,45,-24.57110595703125,17.0911865234375,-5.4602508544921875,10.675132751464844
-4,-6,0,-19,-13,-5,,,-16,1,-18.6802978515625,12.453506469726562,-4.1511688232421875,30.339492797851562
-2,-9,5,-26,0,-11,,,-15,0,-7.8552703857421875,5.2368621826171875,-1.7456207275390625,18.018524169921875
-3,-4,5,-24,-10,-1,,,-11,0,11.749496459960938,-5.064727783203125,-8.126251220703125,-0.2464599609375
0.0,-2.0,5.0,-24.0,0.0,3.0,16.0,-13.0,-9.0,4.0,29.854248046875,-15.569503784179688,-19.041091918945312,-1.5132293701171875
2.0,7.0,2.0,21.0,4.0,14.0,39.0,-1.0,-8.0,7.0,27.465850830078125,-22.951675415039062,-12.798355102539062,-2.866973876953125
12.0,18.0,-3.0,45.0,21.0,-22.0,-18.0,43.0,17.0,-15.0,12.802947998046875,-24.919403076171875,18.104217529296875,-4.5184173583984375
1.0,-16.0,2.0,-5.0,11.0,-51.0,-20.0,-4.0,49.0,-44.0,7.04791259765625,-18.285125732421875,34.08943176269531,-6.432342529296875
1,0,2,4,5,1,,,13,-10,0.0657958984375,-1.322296142578125,7.5467681884765625,-7.73529052734375
1,4,-3,9,0,20,,,8,6,-11.974212646484375,20.742889404296875,-2.6609344482421875,-17.7525634765625
-5,3,-4,6,-6,18,,,-7,16,-20.472091674804688,27.276168823242188,-4.5493621826171875,-16.060379028320312
-5,3,-8,-1,-28,30,,,-33,38,-23.675750732421875,18.184219360351562,-5.2612762451171875,2.4722747802734375
-5,-13,3,-29,-3,-14,,,-18,-3,-21.49810791015625,14.332061767578125,-4.77734375,29.66546630859375
-3,-7,4,-38,3,15,,,-16,2,-10.896697998046875,7.2644805908203125,-2.4215087890625,23.77862548828125
-3.0,-1.0,2.0,-27.0,-13.0,-12.0,29.0,-21.0,-6.0,2.0,10.897811889648438,-4.577728271484375,-7.972869873046875,0.9778900146484375
0.0,0.0,-7.0,-3.0,-3.0,1.0,25.0,-35.0,-2.0,1.0,29.644149780273438,-15.385910034179688,-18.947601318359375,-1.48992919921875
5.0,12.0,2.0,43.0,8.0,20.0,-2.0,29.0,-10.0,12.0,25.897140502929688,-20.41448974609375,-12.738151550292969,-2.4936065673828125
5.0,18.0,-6.0,45.0,4.0,15.0,-27.0,64.0,-5.0,1.0,14.471893310546875,-26.688507080078125,16.118202209472656,-4.671356201171875
-3.0,-21.0,1.0,-13.0,12.0,-80.0,-28.0,-2.0,30.0,-43.0,7.0961151123046875,-18.098587036132812,32.66058349609375,-5.9056549072265625
0.0,1.0,2.0,9.0,11.0,-11.0,-7.0,-1.0,34.0,-17.0,1.1914825439453125,-3.9526519775390625,10.701751708984375,-6.6138458251953125
0,5,-3,13,7,29,,,14,5,-9.951492309570312,17.69580078125,-2.2114410400390625,-16.4615478515625
-1,9,-11,18,-19,39,,,-24,43,-17.836181640625,25.566390991210938,-3.963592529296875,-16.38641357421875
-5,-11,0,-24,-5,-5,,,-18,-2,-21.971145629882812,19.5625,-4.882476806640625,-4.622230529785156
-3,-10,6,-34,-13,-5,,,-16,0,-25.701568603515625,17.134384155273438,-5.711456298828125,28.67528533935547
-3.0,-2.0,7.0,-43.0,-7.0,1.0,34.0,-28.0,-11.0,3.0,-12.881454467773438,8.587615966796875,-2.862548828125,26.85394287109375
2.0,5.0,-5.0,2.0,-1.0,11.0,21.0,-22.0,-6.0,6.0,5.3029327392578125,-1.8946380615234375,-4.944854736328125,3.29412841796875
4.0,17.0,4.0,43.0,2.0,21.0,4.0,13.0,-5.0,6.0,30.012298583984375,-14.9376220703125,-19.532638549804688,-1.399139404296875
6.0,13.0,-7.0,38.0,3.0,11.0,-23.0,56.0,-5.0,0.0,28.3973388671875,-20.837783813476562,-14.814498901367188,-2.4698028564453125
-3.0,-15.0,3.0,-15.0,7.0,-57.0,-19.0,-3.0,11.0,-30.0,13.23297119140625,-22.059371948242188,7.454010009765625,-3.54901123046875
-2.0,-10.0,3.0,-1.0,14.0,-45.0,-15.0,-3.0,43.0,-31.0,8.395523071289062,-19.801055908203125,30.045806884765625,-5.090087890625
2,2,1,7,2,1,,,20,-11,3.2238311767578125,-9.39697265625,21.1026611328125,-6.3439483642578125
4,8,2,11,17,27,,,24,4,-7.208404541015625,13.087570190429688,-1.2312469482421875,-15.078445434570312
0,6,-8,13,-11,45,,,-27,49,-20.953292846679688,30.7379150390625,-4.6562957763671875,-20.36480712890625
-4,-8,-2,-15,-3,-12,,,-18,-1,-22.88568115234375,20.09027099609375,-5.0857086181640625,-4.0949859619140625
-2,-13,2,-28,-15,-11,,,-14,-1,-21.493728637695312,14.32916259765625,-4.7763824462890625,22.918365478515625
-2,2,7,-21,-7,1,,,-10,3,-13.755462646484375,9.170318603515625,-3.0567626953125,26.797164916992188
-5.0,-1.0,4.0,-50.0,-9.0,6.0,43.0,-41.0,-10.0,4.0,-1.0621795654296875,1.3718719482421875,-2.626922607421875,8.816986083984375
